id,label,description,url,x,y,weight,cluster
411,nahar (2008),"<table><tr><td>Authors:</td><td>nahar, n; hossain, f; hossain, md</td></tr><tr><td>Title:</td><td>health and socioeconomic ettects of groundwater arsenic contamination in rural bangladesh: new evidence from field surveys</td></tr><tr><td>Source:</td><td>journal of environmental health</td></tr><tr><td>Volume:</td><td>70</td></tr><tr><td>Issue:</td><td>9</td></tr><tr><td>Pages:</td><td>42-47</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.jbiotec.2008.07.1487,-0.2081,-0.22,1,2
412,bibi (2008),"<table><tr><td>Authors:</td><td>bibi, mh; ahmed, f; ishiga, h</td></tr><tr><td>Title:</td><td>geochemical study of arsenic concentrations in groundwater of the meghna river delta, bangladesh</td></tr><tr><td>Source:</td><td>journal of geochemical exploration</td></tr><tr><td>Issue:</td><td>3-feb</td></tr><tr><td>Pages:</td><td>43-58</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.chemgeo.2008.06.036,-0.746,-0.2041,1,2
413,mitamura (2008),"<table><tr><td>Authors:</td><td>mitamura, m; masuda, h; itai, ta; minowa, t; maruoka, t; ahmed, km; seddique, aa; biswas, dk; nakaya, s; uesugi, k; kusakabe, m</td></tr><tr><td>Title:</td><td>geological structure of an arsenic-contaminated aquifer at sonargaon, bangladesh</td></tr><tr><td>Source:</td><td>journal of geology</td></tr><tr><td>Volume:</td><td>116</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>288-302</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1002/apj.173,-0.8045,-0.3384,1,2
414,sambu (2008),"<table><tr><td>Authors:</td><td>sambu, s; wilson, r</td></tr><tr><td>Title:</td><td>arsenic in food and water - a brief history</td></tr><tr><td>Source:</td><td>toxicology and industrial health</td></tr><tr><td>Volume:</td><td>24</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>217-226</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1021/es7028284,0.2199,-0.0958,1,1
415,mishra (2008),"<table><tr><td>Authors:</td><td>mishra, d; flora, sjs</td></tr><tr><td>Title:</td><td>differential oxidative stress and dna damage in rat brain regions and blood following chronic arsenic exposure</td></tr><tr><td>Source:</td><td>toxicology and industrial health</td></tr><tr><td>Volume:</td><td>24</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>247-256</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1289/ehp.10707,1.0906,0.2795,1,1
416,nath (2008),"<table><tr><td>Authors:</td><td>nath, b; sahu, sj; jana, j; mukherjee-goswami, a; roy, s; sarkar, mj; chatterjee, d</td></tr><tr><td>Title:</td><td>hydrochemistry of arsenic-enriched aquifer from rural west bengal, india: a study of the arsenic exposure and mitigation option</td></tr><tr><td>Source:</td><td>water air and soil pollution</td></tr><tr><td>Issue:</td><td>4-jan</td></tr><tr><td>Pages:</td><td>95-113</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.jconhyd.2007.10.005,-0.1258,0.154,1,3
417,stachowicz (2008),"<table><tr><td>Authors:</td><td>stachowicz, m; hiemstra, t; van riemsdijk, wh</td></tr><tr><td>Title:</td><td>multi-competitive interaction of as(iii) and as(v) oxyanions with ca2+, mg2+, po43-, and co32- ions on goethite</td></tr><tr><td>Source:</td><td>journal of colloid and interface science</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>400-414</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.jconhyd.2008.03.007,-1.1338,-0.0844,1,2
418,van geen (2008),"<table><tr><td>Authors:</td><td>van geen, a; zheng, y; goodbred, s; horneman, a; aziz, z; cheng, z; stute, m; mailloux, b; weinman, b; hoque, ma; seddique, aa; hossain, ms; chowdhury, sh; ahmed, km</td></tr><tr><td>Title:</td><td>flushing history as a hydrogeological control on the regional distribution of arsenic in shallow groundwater of the bengal basin</td></tr><tr><td>Source:</td><td>environmental science & technology</td></tr><tr><td>Volume:</td><td>42</td></tr><tr><td>Issue:</td><td>7</td></tr><tr><td>Pages:</td><td>2283-2288</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.jconhyd.2008.03.010,-0.7508,-0.3645,1,2
419,gault (2008),"<table><tr><td>Authors:</td><td>gault, ag; rowland, hal; charnock, jm; woelius, ra; gomez-morilla, i; vong, s; leng, m; sarnreth, s; sampson, ml; polya, da</td></tr><tr><td>Title:</td><td>arsenic in hair and nails of individuals exposed to arsenic-rich groundwaters in kandal province, cambodia</td></tr><tr><td>Source:</td><td>science of the total environment</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>168-176</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.jconhyd.2008.05.005,0.2779,0.1533,1,1
420,liao (2008),"<table><tr><td>Authors:</td><td>liao, cm; lin, tl; chen, sc</td></tr><tr><td>Title:</td><td>a weibull-pbpk model for assessing risk of arsenic-induced skin lesions in children</td></tr><tr><td>Source:</td><td>science of the total environment</td></tr><tr><td>Issue:</td><td>3-feb</td></tr><tr><td>Pages:</td><td>203-217</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1029/2007wr006000,0.9382,0.0295,1,1
421,cherry (2008),"<table><tr><td>Authors:</td><td>cherry, n; shaikh, k; mcdonald, c; chowdhury, z</td></tr><tr><td>Title:</td><td>stillbirth in rural bangladesh: arsenic exposure and other etiological factors: a report from gonoshasthaya kendra</td></tr><tr><td>Source:</td><td>bulletin of the world health organization</td></tr><tr><td>Volume:</td><td>86</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>172-177</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.taap.2008.02.001,0.7556,-0.0765,1,1
422,li (2008),"<table><tr><td>Authors:</td><td>li, l; ekstrom, ec; goessler, w; lonnerdal, b; nermell, b; yunus, m; rahman, a; el arifeen, s; persson, la; vahter, m</td></tr><tr><td>Title:</td><td>nutritional status has marginal influence on the metabolism of inorganic arsenic in pregnant bangladeshi women</td></tr><tr><td>Source:</td><td>environmental health perspectives</td></tr><tr><td>Volume:</td><td>116</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>315-321</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1073/pnas.0710477105,1.4545,0.1236,1,1
424,meharg (2008),"<table><tr><td>Authors:</td><td>meharg, aa; lombi, e; williams, pn; scheckel, kg; feldmann, j; raab, a; zhu, yg; islam, r</td></tr><tr><td>Title:</td><td>speciation and localization of arsenic in white and brown rice grains</td></tr><tr><td>Source:</td><td>environmental science & technology</td></tr><tr><td>Volume:</td><td>42</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>1051-1057</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.seppur.2007.09.015,-0.4147,0.5819,1,3
425,wasserman (2008),"<table><tr><td>Authors:</td><td>wasserman, ga; liu, xh; factor-litvak, p; gardner, jm; graziano, jh</td></tr><tr><td>Title:</td><td>developmental impacts of heavy metals and undernutrition</td></tr><tr><td>Source:</td><td>basic & clinical pharmacology & toxicology</td></tr><tr><td>Volume:</td><td>102</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>212-217</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1021/es702747y,0.98,-0.26,1,1
426,mishra (2008),"<table><tr><td>Authors:</td><td>mishra, d; mehta, a; flora, sjs</td></tr><tr><td>Title:</td><td>reversal of arsenic-induced hepatic apoptosis with combined administration of dmsa and its analogues in guinea pigs: role of glutathione and linked enzymes</td></tr><tr><td>Source:</td><td>chemical research in toxicology</td></tr><tr><td>Volume:</td><td>21</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>400-407</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1007/s00254-007-0907-3,1.3543,0.3931,1,1
427,rahman (2008),"<table><tr><td>Authors:</td><td>rahman, ma; hasegawa, h; rahman, mm; miah, mam; tasmin, a</td></tr><tr><td>Title:</td><td>arsenic accumulation in rice (oryza sativa l.): human exposure through food chain</td></tr><tr><td>Source:</td><td>ecotoxicology and environmental safety</td></tr><tr><td>Volume:</td><td>69</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>317-324</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",,-0.3527,0.5588,1,3
428,parvez (2008),"<table><tr><td>Authors:</td><td>parvez, f; chen, y; brandt-rauf, pw; bernard, a; dumont, x; slavkovich, v; argos, m; d'armiento, j; foronjy, r; hasan, mr; eunus, hemm; graziano, jh; ahsan, h</td></tr><tr><td>Title:</td><td>nonmalignant respiratory effects of chronic arsenic exposure from drinking water among never-smokers in bangladesh</td></tr><tr><td>Source:</td><td>environmental health perspectives</td></tr><tr><td>Volume:</td><td>116</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>190-195</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.gexplo.2007.11.001,1.0386,-0.0232,1,1
429,nermell (2008),"<table><tr><td>Authors:</td><td>nermell, b; lindberg, al; rahman, m; berglund, m; persson, la; arifeen, se; vahter, m</td></tr><tr><td>Title:</td><td>urinary arsenic concentration adjustment factors and malnutrition</td></tr><tr><td>Source:</td><td>environmental research</td></tr><tr><td>Volume:</td><td>106</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>212-218</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1086/587789,1.3117,0.1175,1,1
430,madajewicz (2008),"<table><tr><td>Authors:</td><td>madajewicz, m; pfaff, a; van geen, a; graziano, j; hussein, i; momotaj, h; sylvi, r; ahsan, h</td></tr><tr><td>Title:</td><td>can information alone change behavior? response to arsenic contamination of groundwater in bangladesh (vol 84, pg 731, 2007)</td></tr><tr><td>Source:</td><td>journal of development economics</td></tr><tr><td>Volume:</td><td>85</td></tr><tr><td>Issue:</td><td>2-jan</td></tr><tr><td>Pages:</td><td>349-349</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1177/0748233708094096,0.541,-0.5191,1,4
431,ciardelli (2008),"<table><tr><td>Authors:</td><td>ciardelli, mc; xu, hf; sahai, n</td></tr><tr><td>Title:</td><td>role of fe(ii), phosphate, silicate, sulfate, and carbonate in arsenic uptake by coprecipitation in synthetic and natural groundwater</td></tr><tr><td>Source:</td><td>water research</td></tr><tr><td>Volume:</td><td>42</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>615-624</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1177/0748233708093355,-0.9449,0.0463,1,2
432,metral (2008),"<table><tr><td>Authors:</td><td>metral, j; charlet, l; bureau, s; mallik, sb; chakraborty, s; ahmed, km; rahman, mw; cheng, zq; van geen, a</td></tr><tr><td>Title:</td><td>comparison of dissolved and particulate arsenic distributions in shallow aquifers of chakdaha, india, and araihazar, bangladesh</td></tr><tr><td>Source:</td><td>geochemical transactions</td></tr><tr><td>Volume:</td><td>9</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1007/s11270-007-9583-x,-0.811,-0.3158,1,2
433,samaddar (2008),"<table><tr><td>Authors:</td><td>samaddar, s; okada, n</td></tr><tr><td>Title:</td><td>modelling and analysis of rainwater harvesting technology disseminating process based on social networks threshold approach</td></tr><tr><td>Source:</td><td>2008 ieee international conference on systems, man and cybernetics (smc), vols 1-6</td></tr><tr><td>Pages:</td><td>2493-2500</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.jcis.2008.01.007,0.6541,-0.2298,1,1
434,neaupane (2008),"<table><tr><td>Authors:</td><td>neaupane, km; hossain, mdm</td></tr><tr><td>Title:</td><td>predicting arsenic concentration in groundwater using gis-ann hybrid system</td></tr><tr><td>Source:</td><td>advanced topics on water resources, hydraulics and hydrology: proceedings of the 3rd iasme/wseas international conference on water resources, hydraulics and hydrology (whh '08)</td></tr><tr><td>Pages:</td><td>85-90</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1021/es702316k,-0.823,-0.0315,1,2
436,kurosawa (2008),"<table><tr><td>Authors:</td><td>kurosawa, k; egashira, k; tani, m; jahiruddin, m; moslehuddin, azm; rahman, mz</td></tr><tr><td>Title:</td><td>variation in arsenic concentration relative to ammonium nitrogen and oxidation reduction potential in surface and groundwater</td></tr><tr><td>Source:</td><td>communications in soil science and plant analysis</td></tr><tr><td>Volume:</td><td>39</td></tr><tr><td>Issue:</td><td>10-sep</td></tr><tr><td>Pages:</td><td>1467-1475</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2007.12.028,-1.0172,0.1667,1,3
437,rahman (2008),"<table><tr><td>Authors:</td><td>rahman, ma; hasegawa, h; rahman, mm; miah, mam; tasmin, a</td></tr><tr><td>Title:</td><td>straighthead disease of rice (oryza sativa l.) induced by arsenic toxicity</td></tr><tr><td>Source:</td><td>environmental and experimental botany</td></tr><tr><td>Volume:</td><td>62</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>54-59</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2007.12.017,-0.4247,0.4347,1,3
438,rahman (2008),"<table><tr><td>Authors:</td><td>rahman, s; hossain, f</td></tr><tr><td>Title:</td><td>a forensic look at groundwater arsenic contamination in bangladesh</td></tr><tr><td>Source:</td><td>environmental forensics</td></tr><tr><td>Volume:</td><td>9</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>364-374</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.2471/blt.07.043083,-0.4272,-0.3232,1,2
439,davis (2008),"<table><tr><td>Authors:</td><td>davis, ht; aelion, cm</td></tr><tr><td>Title:</td><td>neurological impacts of exposure to high and low environmental concentrations of arsenic in drinking water and soils</td></tr><tr><td>Source:</td><td>environmental health risks: lead poisoning and arsenic exposure</td></tr><tr><td>Pages:</td><td>71-88</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1289/ehp.10639,0.6163,-0.0236,1,1
440,lindberg (2008),"<table><tr><td>Authors:</td><td>lindberg, al; ekstrom, ec; nermell, b; rahman, m; lonnerdal, b; persson, la; vahter, m</td></tr><tr><td>Title:</td><td>gender and age differences in the metabolism of inorganic arsenic in a highly exposed population in bangladesh</td></tr><tr><td>Source:</td><td>environmental research</td></tr><tr><td>Volume:</td><td>106</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>110-120</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",,1.2316,0.139,1,1
441,tchounwou (2008),"<table><tr><td>Authors:</td><td>tchounwou, pb</td></tr><tr><td>Title:</td><td>arsenic toxicity and carcinogenesis: a public health risk assessment and management approach</td></tr><tr><td>Source:</td><td>environmental toxicology ii</td></tr><tr><td>Volume:</td><td>110</td></tr><tr><td>Pages:</td><td>71-79</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1021/es702212p,0.6104,0.5068,1,5
442,mahmud (2008),"<table><tr><td>Authors:</td><td>mahmud, r; inoue, n; kasajima, s; shaheen, r</td></tr><tr><td>Title:</td><td>assessment of potential indigenous plant species for the phytoremediation of arsenic-contaminated areas of bangladesh</td></tr><tr><td>Source:</td><td>international journal of phytoremediation</td></tr><tr><td>Volume:</td><td>10</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>119-132</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1111/j.1742-7843.2007.00187.x,-0.7129,0.4333,1,3
443,martin (2008),"<table><tr><td>Authors:</td><td>martin, df; o'donnell, lf; martin, bb; alldredge, rl</td></tr><tr><td>Title:</td><td>removal of nuisance aqueous anions with ferrilig</td></tr><tr><td>Source:</td><td>journal of environmental science and health part a-toxic/hazardous substances & environmental engineering</td></tr><tr><td>Volume:</td><td>43</td></tr><tr><td>Issue:</td><td>7</td></tr><tr><td>Pages:</td><td>700-704</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1021/tx700315a,0.0244,-0.0775,1,2
444,martin (2008),"<table><tr><td>Authors:</td><td>martin, df; aguinaldo, js; kondis, np; stull, fw; o'donnell, lf; martin, bb; alldredge, rl</td></tr><tr><td>Title:</td><td>comparison of effectiveness of removal of nuisance anions by metalloligs, metal derivatives of octolig (r)</td></tr><tr><td>Source:</td><td>journal of environmental science and health part a-toxic/hazardous substances & environmental engineering</td></tr><tr><td>Volume:</td><td>43</td></tr><tr><td>Issue:</td><td>11</td></tr><tr><td>Pages:</td><td>1296-1302</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.ecoenv.2007.01.005,0.0408,-0.1176,1,2
445,heck (2008),"<table><tr><td>Authors:</td><td>heck, je; chen, y; grann, vr; slavkovich, v; parvez, f; ahsan, h</td></tr><tr><td>Title:</td><td>arsenic exposure and anemia in bangladesh: a population-based study</td></tr><tr><td>Source:</td><td>journal of occupational and environmental medicine</td></tr><tr><td>Volume:</td><td>50</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>80-87</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1289/ehp.9507,1.1091,0.0139,1,1
446,harezlak (2008),"<table><tr><td>Authors:</td><td>harezlak, j; wu, mc; wang, m; schwartzman, a; christiani, dc; lin, xh</td></tr><tr><td>Title:</td><td>biomarker discovery for arsenic exposure using functional data. analysis and feature learning of mass spectrometry proteomic data</td></tr><tr><td>Source:</td><td>journal of proteome research</td></tr><tr><td>Volume:</td><td>7</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>217-224</td></tr><tr><td>Year:</td><td>2008</td></tr></table>",http://dx.doi.org/10.1016/j.envres.2007.08.005,0.8381,0.1146,1,1
